Tab delimited: specimen, step, Dspec, Ispec, Intensity A/m, Azimuth, Hade, Dip direction, Dip
HB010303A	600C	236	56.8	0.05415543	115	26	230	22
HB020101A	0C	302.7	64.4	0.1928756	50	66	209	8
HB020101A	5C	301.9	63.5	0.182151	50	66	209	8
HB020101A	10C	303.1	63.1	0.1738678	50	66	209	8
HB020101A	15C	305.3	63.1	0.1569873	50	66	209	8
HB020102A	0C	307	61.2	0.1483172	50	66	209	8
HB020102A	100C	297.3	60.6	0.1468639	50	66	209	8
HB020102A	150C	310.2	62.2	0.1458801	50	66	209	8
HB020102A	200C	316.2	61.8	0.1464411	50	66	209	8
HB020102A	250C	302.8	61.1	0.1451	50	66	209	8
HB020102A	300C	307	61.8	0.1406592	50	66	209	8
HB020102A	350C	313.2	62	0.1403745	50	66	209	8
HB020102A	400C	311.3	61.3	0.1356871	50	66	209	8
HB020102A	450C	308.7	61.9	0.1224132	50	66	209	8
HB020102A	475C	320.9	61.7	0.1169744	50	66	209	8
HB020102A	500C	307.3	61.3	0.1048535	50	66	209	8
HB020102A	510C	317.7	61.8	0.09708352	50	66	209	8
HB020102A	520C	308	61.6	0.09221371	50	66	209	8
HB020102A	530C	317.4	62.1	0.08555711	50	66	209	8
HB020102A	540C	320.2	61.1	0.07813578	50	66	209	8
HB020102A	550C	317.4	61.5	0.06847226	50	66	209	8
HB020102A	560C	316.6	62	0.05424859	50	66	209	8
HB020102A	570C	313.2	60.6	0.02237186	50	66	209	8
HB020102A	580C	295.5	59.8	0.007857417	50	66	209	8
HB020201A	0C	111.8	50.7	0.1129981	70	72	209	8
HB020201A	100C	109.5	52.4	0.1189027	70	72	209	8
HB020201A	150C	93.6	47.5	0.1409858	70	72	209	8
HB020201A	200C	83.7	43.3	0.1617993	70	72	209	8
HB020201A	250C	84.5	47	0.1694757	70	72	209	8
HB020201A	300C	81.1	45.8	0.1771271	70	72	209	8
HB020201A	350C	77	42.9	0.1821428	70	72	209	8
HB020201A	400C	76.4	43.2	0.1751457	70	72	209	8
HB020201A	450C	77.5	44.1	0.1667963	70	72	209	8
HB020201A	475C	74.1	39.4	0.165466	70	72	209	8
HB020201A	500C	78.2	44.1	0.1565567	70	72	209	8
HB020201A	510C	73.3	40.8	0.1516245	70	72	209	8
HB020201A	520C	75.7	43.8	0.1383945	70	72	209	8
HB020201A	530C	73.1	40.8	0.1198199	70	72	209	8
HB020201A	540C	73.6	40.9	0.09210043	70	72	209	8
HB020201A	550C	72.7	42.8	0.06941044	70	72	209	8
HB020201A	560C	76.3	45.9	0.05207456	70	72	209	8
HB020201A	570C	79.3	52.5	0.03011262	70	72	209	8
HB020201A	580C	113.7	69.4	0.01271456	70	72	209	8
HB020201A	590C	173.2	78.4	0.01255508	70	72	209	8
HB020201A	600C	139.1	83.4	0.01721482	70	72	209	8
HB020202A	0C	93.8	51.6	0.1695966	70	72	209	8
HB020202A	100C	97	53.2	0.1648393	70	72	209	8
HB020202A	150C	87.5	47.4	0.1671018	70	72	209	8
HB020202A	200C	83.3	44.1	0.1681814	70	72	209	8
HB020202A	250C	87.4	47.2	0.1621296	70	72	209	8
HB020202A	300C	82.5	45.3	0.1533819	70	72	209	8
HB020202A	350C	79.8	41	0.1318197	70	72	209	8
HB020202A	400C	78.9	41	0.1162121	70	72	209	8
HB020202A	450C	80.2	41.3	0.1073468	70	72	209	8
HB020202A	475C	77.2	36	0.1056054	70	72	209	8
HB020202A	500C	79.8	40.4	0.09896469	70	72	209	8
HB020202A	510C	76.1	37	0.09650337	70	72	209	8
HB020202A	520C	77.8	39.2	0.08981275	70	72	209	8
HB020202A	530C	75.4	36.2	0.08305793	70	72	209	8
HB020202A	540C	74.6	34.4	0.07268329	70	72	209	8
HB020202A	550C	74.4	35	0.06091945	70	72	209	8
HB020202A	560C	74.7	35.2	0.05086748	70	72	209	8
HB020202A	570C	72.5	35.2	0.03578002	70	72	209	8
HB020202A	580C	73.5	36.7	0.01938891	70	72	209	8
HB020202B	0C	77.5	42.8	0.238598	70	72	209	8
HB020202B	100C	79.8	42.3	0.2376762	70	72	209	8
HB020202B	150C	76.5	40.8	0.2432509	70	72	209	8
HB020202B	200C	76.9	40.5	0.2431625	70	72	209	8
HB020202B	250C	76.4	39.1	0.2360805	70	72	209	8
HB020202B	300C	76.6	40.3	0.1980353	70	72	209	8
HB020202B	350C	74.7	38.9	0.1559391	70	72	209	8
HB020202B	400C	73.3	36	0.1379638	70	72	209	8
HB020202B	450C	74.4	37.3	0.1251819	70	72	209	8
HB020202B	475C	73.9	35.3	0.1210858	70	72	209	8
HB020202B	500C	74.9	36.9	0.1130098	70	72	209	8
HB020202B	510C	72.3	34.6	0.1081771	70	72	209	8
HB020202B	520C	73.4	36.1	0.09804291	70	72	209	8
HB020202B	530C	71.4	33.4	0.09353214	70	72	209	8
HB020202B	540C	73.3	34.7	0.08227716	70	72	209	8
HB020202B	550C	70.9	33.9	0.07534627	70	72	209	8
HB020202B	560C	71.9	35	0.0613	70	72	209	8
HB020202B	570C	70.4	33.8	0.04203403	70	72	209	8
HB020202B	580C	71	45.4	0.02848772	70	72	209	8
HB020202B	590C	70.4	35.5	0.02048072	70	72	209	8
HB020202B	600C	69.5	27.5	0.0170921	70	72	209	8
HB020202C	0C	74.2	32.7	0.2888737	70	72	209	8
HB020202C	100C	74.7	35	0.2823012	70	72	209	8
HB020202C	150C	73.2	30.7	0.2939269	70	72	209	8
HB020202C	200C	71.2	28.9	0.30173	70	72	209	8
HB020202C	250C	74.2	33.8	0.2913572	70	72	209	8
HB020202C	300C	73.2	33.4	0.268987	70	72	209	8
HB020202C	350C	73.2	30.8	0.2128732	70	72	209	8
HB020202C	400C	72.7	31.1	0.1724471	70	72	209	8
HB020202C	450C	72.2	32	0.1584961	70	72	209	8
HB020202C	475C	70.5	27.4	0.1588301	70	72	209	8
HB020202C	500C	73	32.3	0.1459589	70	72	209	8
HB020202C	510C	70.8	28.8	0.1389748	70	72	209	8
HB020202C	520C	71.6	31.2	0.1293793	70	72	209	8
HB020202C	530C	70.1	27.7	0.1225643	70	72	209	8
HB020202C	540C	69.5	26.5	0.1145699	70	72	209	8
HB020202C	550C	69.7	26.6	0.1048274	70	72	209	8
HB020202C	560C	68.5	26.1	0.09536069	70	72	209	8
HB020202C	570C	67.9	24.3	0.07665729	70	72	209	8
HB020202C	580C	68.9	25.5	0.05328893	70	72	209	8
HB020301A	0C	133.3	-6.9	0.08523292	43	16	209	8
HB020301A	100C	120.2	-24	0.09532166	43	16	209	8
HB020301A	150C	119.2	-35.4	0.1198523	43	16	209	8
HB020301A	200C	118.4	-42.4	0.1481515	43	16	209	8
HB020301A	250C	108.9	-43.7	0.1622005	43	16	209	8
HB020301A	300C	103.8	-45.6	0.167869	43	16	209	8
HB020301A	350C	107.8	-46.7	0.1716537	43	16	209	8
HB020301A	400C	102	-45.3	0.1715605	43	16	209	8
HB020301A	450C	99.1	-45.1	0.1622282	43	16	209	8
HB020301A	475C	105.8	-48.2	0.1543049	43	16	209	8
HB020301A	500C	98.5	-44.4	0.1514629	43	16	209	8
HB020301A	510C	102.9	-46.6	0.1432341	43	16	209	8
HB020301A	520C	99.6	-45.3	0.1401437	43	16	209	8
HB020301A	530C	104.3	-46.6	0.1354595	43	16	209	8
HB020301A	540C	104.9	-47.6	0.1300684	43	16	209	8
HB020301A	550C	105.5	-46.9	0.1245074	43	16	209	8
HB020301A	560C	102.9	-47.1	0.1173203	43	16	209	8
HB020301A	570C	108.4	-49.7	0.09735343	43	16	209	8
HB020301A	580C	110.9	-52.7	0.07483615	43	16	209	8
HB020301A	590C	114.5	-48.1	0.06028648	43	16	209	8
HB020301A	600C	116.9	-46.1	0.05221121	43	16	209	8
HB020301B	0C	357.7	26.1	0.02819308	43	16	209	8
HB020301B	100C	45	-72.8	0.04396908	43	16	209	8
HB020301B	150C	105.5	-72.9	0.09375755	43	16	209	8
HB020301B	200C	111	-69.6	0.1440764	43	16	209	8
HB020301B	250C	98.7	-61.6	0.1659638	43	16	209	8
HB020301B	300C	92.5	-59.2	0.1816618	43	16	209	8
HB020301B	350C	99.7	-59	0.1853996	43	16	209	8
HB020301B	400C	93.6	-53.4	0.1881329	43	16	209	8
HB020301B	450C	94.7	-52.1	0.1798472	43	16	209	8
HB020301B	475C	101.3	-54.1	0.1740144	43	16	209	8
HB020301B	500C	92.1	-48.9	0.1658976	43	16	209	8
HB020301B	510C	96.5	-51.1	0.1554703	43	16	209	8
HB020301B	520C	91.1	-48.2	0.1501599	43	16	209	8
HB020301B	530C	96.1	-49.4	0.1436315	43	16	209	8
HB020301B	540C	97.9	-50.1	0.1368868	43	16	209	8
HB020301B	550C	98.5	-49.1	0.1295468	43	16	209	8
HB020301B	560C	99.1	-49.4	0.1163454	43	16	209	8
HB020301B	570C	107.1	-55	0.0780339	43	16	209	8
HB020301B	580C	105.2	-56	0.06210725	43	16	209	8
HB020301B	590C	106.9	-44.3	0.04337257	43	16	209	8
HB020301B	600C	116.5	-38.3	0.0337304	43	16	209	8
HB020303A	0C	176.4	59.7	0.125096	43	16	209	8
HB020303A	100C	175.6	48.4	0.1000174	43	16	209	8
HB020303A	150C	155.3	28.9	0.07734274	43	16	209	8
HB020303A	200C	142.1	-1.6	0.07628033	43	16	209	8
HB020303A	250C	130.9	-19.4	0.08506457	43	16	209	8
HB020303A	300C	120.1	-29.4	0.09259833	43	16	209	8
HB020303A	350C	115.8	-33.8	0.1026404	43	16	209	8
HB020303A	400C	105.5	-34.6	0.1097084	43	16	209	8
HB020303A	450C	101.6	-33.4	0.1080302	43	16	209	8
HB020303A	475C	104.9	-38	0.1071702	43	16	209	8
HB020303A	500C	99.5	-34.4	0.106404	43	16	209	8
HB020303A	510C	100.2	-36.4	0.1017584	43	16	209	8
HB020303A	520C	97.2	-34.6	0.09967753	43	16	209	8
HB020303A	530C	98.8	-36.3	0.09620707	43	16	209	8
HB020303A	540C	98.4	-36.8	0.09266402	43	16	209	8
HB020303A	550C	99.5	-37.1	0.08496688	43	16	209	8
HB020303A	560C	108.3	-41.5	0.05699693	43	16	209	8
HB020303A	570C	111.7	-50.2	0.04218732	43	16	209	8
HB020303A	580C	116.7	-48.3	0.03922078	43	16	209	8
HB020303A	590C	118.9	-37	0.02590309	43	16	209	8
HB020303A	600C	119.2	-27.3	0.02308181	43	16	209	8
